YEAR,COUNTY,HOSPITAL,OSHPDID,Procedure,Volume,Longitude,Latitude
2016,Contra Costa,Contra Costa Regional Medical Center,106070924,CABG,.,-122.13101,38.00646
2016,Contra Costa,Contra Costa Regional Medical Center,106070924,Esophageal Resection,.,-122.13101,38.00646
2016,Contra Costa,Contra Costa Regional Medical Center,106070924,"AAA Repair (Un-ruptured, Endovascular)",.,-122.13101,38.00646
2016,Contra Costa,Contra Costa Regional Medical Center,106070924,Pancreatic Resection (Cancer),.,-122.13101,38.00646
2016,Contra Costa,Contra Costa Regional Medical Center,106070924,Pancreatic Resection,.,-122.13101,38.00646
2016,Contra Costa,Contra Costa Regional Medical Center,106070924,"AAA Repair (Ruptured, Endovascular)",.,-122.13101,38.00646
2016,Contra Costa,Sutter Delta Medical Center,106070934,PCI,261,-121.8054,37.98222
2016,Contra Costa,Sutter Delta Medical Center,106070934,"AAA Repair (Un-ruptured, Endovascular)",.,-121.8054,37.98222
2016,Contra Costa,Sutter Delta Medical Center,106070934,Carotid Endarterectomy,.,-121.8054,37.98222
2016,Contra Costa,Sutter Delta Medical Center,106070934,AAA Repair,.,-121.8054,37.98222
2016,Contra Costa,Sutter Delta Medical Center,106070934,Pancreatic Resection (Other),.,-121.8054,37.98222
2016,Contra Costa,Sutter Delta Medical Center,106070934,Pancreatic Resection (Cancer),.,-121.8054,37.98222
2016,Contra Costa,Sutter Delta Medical Center,106070934,Pancreatic Resection,.,-121.8054,37.98222
2016,Contra Costa,Sutter Delta Medical Center,106070934,"AAA Repair (Ruptured, Endovascular)",.,-121.8054,37.98222
2016,Contra Costa,Sutter Delta Medical Center,106070934,"AAA Repair (Un-ruptured, Open)",.,-121.8054,37.98222
2016,Contra Costa,Sutter Delta Medical Center,106070934,"AAA Repair (Ruptured, Open)",.,-121.8054,37.98222
2016,Contra Costa,Sutter Delta Medical Center,106070934,Esophageal Resection,.,-121.8054,37.98222
2016,Contra Costa,Sutter Delta Medical Center,106070934,CABG,.,-121.8054,37.98222
2016,Contra Costa,John Muir Medical Center – Walnut Creek Campus,106070988,CABG,.,-122.040781,37.91304
2016,Contra Costa,John Muir Medical Center – Walnut Creek Campus,106070988,"AAA Repair (Un-ruptured, Endovascular)",1,-122.040781,37.91304
2016,Contra Costa,John Muir Medical Center – Walnut Creek Campus,106070988,Carotid Endarterectomy,6,-122.040781,37.91304
2016,Contra Costa,John Muir Medical Center – Walnut Creek Campus,106070988,"AAA Repair (Ruptured, Open)",.,-122.040781,37.91304
2016,Contra Costa,John Muir Medical Center – Walnut Creek Campus,106070988,PCI,66,-122.040781,37.91304
2016,Contra Costa,John Muir Medical Center – Walnut Creek Campus,106070988,Pancreatic Resection,7,-122.040781,37.91304
2016,Contra Costa,John Muir Medical Center – Walnut Creek Campus,106070988,AAA Repair,2,-122.040781,37.91304
2016,Contra Costa,John Muir Medical Center – Walnut Creek Campus,106070988,"AAA Repair (Ruptured, Endovascular)",.,-122.040781,37.91304
2016,Contra Costa,John Muir Medical Center – Walnut Creek Campus,106070988,"AAA Repair (Un-ruptured, Open)",1,-122.040781,37.91304
2016,Contra Costa,John Muir Medical Center – Walnut Creek Campus,106070988,Esophageal Resection,.,-122.040781,37.91304
2016,Contra Costa,John Muir Medical Center – Walnut Creek Campus,106070988,Pancreatic Resection (Other),6,-122.040781,37.91304
2016,Contra Costa,John Muir Medical Center – Walnut Creek Campus,106070988,Pancreatic Resection (Cancer),1,-122.040781,37.91304
2016,Contra Costa,Kaiser Foundation Hospital – Walnut Creek,106070990,"AAA Repair (Un-ruptured, Open)",.,-122.05828,37.8923
2016,Contra Costa,Kaiser Foundation Hospital – Walnut Creek,106070990,"AAA Repair (Ruptured, Open)",.,-122.05828,37.8923
2016,Contra Costa,Kaiser Foundation Hospital – Walnut Creek,106070990,CABG,.,-122.05828,37.8923
2016,Contra Costa,Kaiser Foundation Hospital – Walnut Creek,106070990,"AAA Repair (Un-ruptured, Endovascular)",37,-122.05828,37.8923
2016,Contra Costa,Kaiser Foundation Hospital – Walnut Creek,106070990,Pancreatic Resection (Cancer),.,-122.05828,37.8923
2016,Contra Costa,Kaiser Foundation Hospital – Walnut Creek,106070990,Pancreatic Resection (Other),.,-122.05828,37.8923
2016,Contra Costa,Kaiser Foundation Hospital – Walnut Creek,106070990,AAA Repair,37,-122.05828,37.8923
2016,Contra Costa,Kaiser Foundation Hospital – Walnut Creek,106070990,PCI,187,-122.05828,37.8923
2016,Contra Costa,Kaiser Foundation Hospital – Walnut Creek,106070990,Carotid Endarterectomy,38,-122.05828,37.8923
2016,Contra Costa,Kaiser Foundation Hospital – Walnut Creek,106070990,"AAA Repair (Ruptured, Endovascular)",.,-122.05828,37.8923
2016,Contra Costa,Kaiser Foundation Hospital – Walnut Creek,106070990,Esophageal Resection,.,-122.05828,37.8923
2016,Contra Costa,Kaiser Foundation Hospital – Walnut Creek,106070990,Pancreatic Resection,.,-122.05828,37.8923
2016,Contra Costa,John Muir Medical Center – Concord Campus,106071018,PCI,276,-122.03874,37.98615
2016,Contra Costa,John Muir Medical Center – Concord Campus,106071018,Pancreatic Resection,1,-122.03874,37.98615
2016,Contra Costa,John Muir Medical Center – Concord Campus,106071018,Carotid Endarterectomy,79,-122.03874,37.98615
2016,Contra Costa,John Muir Medical Center – Concord Campus,106071018,CABG,238,-122.03874,37.98615
2016,Contra Costa,John Muir Medical Center – Concord Campus,106071018,"AAA Repair (Un-ruptured, Endovascular)",33,-122.03874,37.98615
2016,Contra Costa,John Muir Medical Center – Concord Campus,106071018,"AAA Repair (Ruptured, Open)",.,-122.03874,37.98615
2016,Contra Costa,John Muir Medical Center – Concord Campus,106071018,"AAA Repair (Ruptured, Endovascular)",3,-122.03874,37.98615
2016,Contra Costa,John Muir Medical Center – Concord Campus,106071018,"AAA Repair (Un-ruptured, Open)",2,-122.03874,37.98615
2016,Contra Costa,John Muir Medical Center – Concord Campus,106071018,AAA Repair,38,-122.03874,37.98615
2016,Contra Costa,John Muir Medical Center – Concord Campus,106071018,Esophageal Resection,5,-122.03874,37.98615
2016,Contra Costa,John Muir Medical Center – Concord Campus,106071018,Pancreatic Resection (Other),1,-122.03874,37.98615
2016,Contra Costa,John Muir Medical Center – Concord Campus,106071018,Pancreatic Resection (Cancer),.,-122.03874,37.98615
2016,Contra Costa,San Ramon Regional Medical Center,106074017,PCI,66,-121.95884,37.77549
2016,Contra Costa,San Ramon Regional Medical Center,106074017,"AAA Repair (Ruptured, Endovascular)",.,-121.95884,37.77549
2016,Contra Costa,San Ramon Regional Medical Center,106074017,"AAA Repair (Un-ruptured, Open)",.,-121.95884,37.77549
2016,Contra Costa,San Ramon Regional Medical Center,106074017,CABG,18,-121.95884,37.77549
2016,Contra Costa,San Ramon Regional Medical Center,106074017,"AAA Repair (Ruptured, Open)",.,-121.95884,37.77549
2016,Contra Costa,San Ramon Regional Medical Center,106074017,AAA Repair,.,-121.95884,37.77549
2016,Contra Costa,San Ramon Regional Medical Center,106074017,"AAA Repair (Un-ruptured, Endovascular)",.,-121.95884,37.77549
2016,Contra Costa,San Ramon Regional Medical Center,106074017,Pancreatic Resection (Other),.,-121.95884,37.77549
2016,Contra Costa,San Ramon Regional Medical Center,106074017,Pancreatic Resection (Cancer),.,-121.95884,37.77549
2016,Contra Costa,San Ramon Regional Medical Center,106074017,Carotid Endarterectomy,7,-121.95884,37.77549
2016,Contra Costa,San Ramon Regional Medical Center,106074017,Pancreatic Resection,.,-121.95884,37.77549
2016,Contra Costa,San Ramon Regional Medical Center,106074017,Esophageal Resection,.,-121.95884,37.77549
2016,Contra Costa,Kaiser Foundation Hospital – Antioch,106074097,Pancreatic Resection,18,-121.776854,37.951975
2016,Contra Costa,Kaiser Foundation Hospital – Antioch,106074097,Pancreatic Resection (Cancer),9,-121.776854,37.951975
2016,Contra Costa,Kaiser Foundation Hospital – Antioch,106074097,Pancreatic Resection (Other),9,-121.776854,37.951975
2016,Contra Costa,Kaiser Foundation Hospital – Antioch,106074097,AAA Repair,.,-121.776854,37.951975
2016,Contra Costa,Kaiser Foundation Hospital – Antioch,106074097,Esophageal Resection,.,-121.776854,37.951975
2016,Contra Costa,Kaiser Foundation Hospital – Antioch,106074097,"AAA Repair (Un-ruptured, Endovascular)",.,-121.776854,37.951975
2016,Contra Costa,Kaiser Foundation Hospital – Antioch,106074097,PCI,2,-121.776854,37.951975
2016,Contra Costa,Kaiser Foundation Hospital – Antioch,106074097,Carotid Endarterectomy,.,-121.776854,37.951975
2016,Contra Costa,Kaiser Foundation Hospital – Antioch,106074097,CABG,.,-121.776854,37.951975
2016,Contra Costa,Kaiser Foundation Hospital – Antioch,106074097,"AAA Repair (Ruptured, Endovascular)",.,-121.776854,37.951975
2016,Contra Costa,Kaiser Foundation Hospital – Antioch,106074097,"AAA Repair (Un-ruptured, Open)",.,-121.776854,37.951975
2016,Contra Costa,Kaiser Foundation Hospital – Antioch,106074097,"AAA Repair (Ruptured, Open)",.,-121.776854,37.951975
2016,Del Norte,Sutter Coast Hospital,106084001,Pancreatic Resection (Cancer),.,-124.19514,41.77278
2016,Del Norte,Sutter Coast Hospital,106084001,Pancreatic Resection,.,-124.19514,41.77278
2016,Del Norte,Sutter Coast Hospital,106084001,Carotid Endarterectomy,.,-124.19514,41.77278
2016,Del Norte,Sutter Coast Hospital,106084001,"AAA Repair (Ruptured, Endovascular)",.,-124.19514,41.77278
2016,Del Norte,Sutter Coast Hospital,106084001,"AAA Repair (Un-ruptured, Open)",.,-124.19514,41.77278
2016,Del Norte,Sutter Coast Hospital,106084001,"AAA Repair (Ruptured, Open)",.,-124.19514,41.77278
2016,Del Norte,Sutter Coast Hospital,106084001,Pancreatic Resection (Other),.,-124.19514,41.77278
2016,Del Norte,Sutter Coast Hospital,106084001,Esophageal Resection,.,-124.19514,41.77278
2016,Del Norte,Sutter Coast Hospital,106084001,AAA Repair,.,-124.19514,41.77278
2016,Del Norte,Sutter Coast Hospital,106084001,"AAA Repair (Un-ruptured, Endovascular)",.,-124.19514,41.77278
2016,Del Norte,Sutter Coast Hospital,106084001,CABG,.,-124.19514,41.77278
2016,Del Norte,Sutter Coast Hospital,106084001,PCI,.,-124.19514,41.77278
2016,El Dorado,Barton Memorial Hospital,106090793,Carotid Endarterectomy,.,-119.99758,38.91228
2016,El Dorado,Barton Memorial Hospital,106090793,CABG,.,-119.99758,38.91228
2016,El Dorado,Barton Memorial Hospital,106090793,PCI,.,-119.99758,38.91228
2016,El Dorado,Barton Memorial Hospital,106090793,"AAA Repair (Un-ruptured, Endovascular)",.,-119.99758,38.91228
2016,El Dorado,Barton Memorial Hospital,106090793,"AAA Repair (Ruptured, Endovascular)",.,-119.99758,38.91228
2016,El Dorado,Barton Memorial Hospital,106090793,"AAA Repair (Un-ruptured, Open)",.,-119.99758,38.91228
2016,El Dorado,Barton Memorial Hospital,106090793,"AAA Repair (Ruptured, Open)",.,-119.99758,38.91228
2016,El Dorado,Barton Memorial Hospital,106090793,AAA Repair,.,-119.99758,38.91228
2016,El Dorado,Barton Memorial Hospital,106090793,Pancreatic Resection (Other),.,-119.99758,38.91228
2016,El Dorado,Barton Memorial Hospital,106090793,Pancreatic Resection (Cancer),.,-119.99758,38.91228
2016,El Dorado,Barton Memorial Hospital,106090793,Pancreatic Resection,.,-119.99758,38.91228
2016,El Dorado,Barton Memorial Hospital,106090793,Esophageal Resection,.,-119.99758,38.91228
2016,El Dorado,Marshall Medical Center,106090933,Carotid Endarterectomy,2,-120.79092,38.72556
2016,El Dorado,Marshall Medical Center,106090933,PCI,.,-120.79092,38.72556
2016,El Dorado,Marshall Medical Center,106090933,CABG,.,-120.79092,38.72556
2016,El Dorado,Marshall Medical Center,106090933,"AAA Repair (Un-ruptured, Endovascular)",.,-120.79092,38.72556
2016,El Dorado,Marshall Medical Center,106090933,"AAA Repair (Ruptured, Endovascular)",.,-120.79092,38.72556
2016,El Dorado,Marshall Medical Center,106090933,"AAA Repair (Un-ruptured, Open)",.,-120.79092,38.72556
2016,El Dorado,Marshall Medical Center,106090933,"AAA Repair (Ruptured, Open)",.,-120.79092,38.72556
2016,El Dorado,Marshall Medical Center,106090933,AAA Repair,.,-120.79092,38.72556
2016,El Dorado,Marshall Medical Center,106090933,Pancreatic Resection (Other),.,-120.79092,38.72556
2016,El Dorado,Marshall Medical Center,106090933,Pancreatic Resection (Cancer),.,-120.79092,38.72556
2016,El Dorado,Marshall Medical Center,106090933,Pancreatic Resection,.,-120.79092,38.72556
2016,El Dorado,Marshall Medical Center,106090933,Esophageal Resection,1,-120.79092,38.72556
2016,Fresno,Clovis Community Medical Center,106100005,"AAA Repair (Un-ruptured, Open)",.,-119.66072,36.83745
2016,Fresno,Clovis Community Medical Center,106100005,PCI,157,-119.66072,36.83745
2016,Fresno,Clovis Community Medical Center,106100005,Carotid Endarterectomy,.,-119.66072,36.83745
2016,Fresno,Clovis Community Medical Center,106100005,CABG,.,-119.66072,36.83745
2016,Fresno,Clovis Community Medical Center,106100005,"AAA Repair (Un-ruptured, Endovascular)",.,-119.66072,36.83745
2016,Fresno,Clovis Community Medical Center,106100005,"AAA Repair (Ruptured, Endovascular)",.,-119.66072,36.83745
2016,Fresno,Clovis Community Medical Center,106100005,"AAA Repair (Ruptured, Open)",.,-119.66072,36.83745
2016,Fresno,Clovis Community Medical Center,106100005,AAA Repair,.,-119.66072,36.83745
2016,Fresno,Clovis Community Medical Center,106100005,Pancreatic Resection (Other),4,-119.66072,36.83745
2016,Fresno,Clovis Community Medical Center,106100005,Pancreatic Resection (Cancer),.,-119.66072,36.83745
2016,Fresno,Clovis Community Medical Center,106100005,Pancreatic Resection,4,-119.66072,36.83745
2016,Fresno,Clovis Community Medical Center,106100005,Esophageal Resection,1,-119.66072,36.83745
2016,Fresno,Coalinga Regional Medical Center,106100697,PCI,.,-120.34035,36.15152
2016,Fresno,Coalinga Regional Medical Center,106100697,Carotid Endarterectomy,.,-120.34035,36.15152
2016,Fresno,Coalinga Regional Medical Center,106100697,CABG,.,-120.34035,36.15152
2016,Fresno,Coalinga Regional Medical Center,106100697,"AAA Repair (Un-ruptured, Endovascular)",.,-120.34035,36.15152
2016,Fresno,Coalinga Regional Medical Center,106100697,"AAA Repair (Ruptured, Endovascular)",.,-120.34035,36.15152
2016,Fresno,Coalinga Regional Medical Center,106100697,"AAA Repair (Un-ruptured, Open)",.,-120.34035,36.15152
2016,Fresno,Coalinga Regional Medical Center,106100697,"AAA Repair (Ruptured, Open)",.,-120.34035,36.15152
2016,Fresno,Coalinga Regional Medical Center,106100697,AAA Repair,.,-120.34035,36.15152
2016,Fresno,Coalinga Regional Medical Center,106100697,Pancreatic Resection (Other),.,-120.34035,36.15152
2016,Fresno,Coalinga Regional Medical Center,106100697,Pancreatic Resection (Cancer),.,-120.34035,36.15152
2016,Fresno,Coalinga Regional Medical Center,106100697,Pancreatic Resection,.,-120.34035,36.15152
2016,Fresno,Coalinga Regional Medical Center,106100697,Esophageal Resection,.,-120.34035,36.15152
2016,Fresno,Community Regional Medical Center – Fresno,106100717,Carotid Endarterectomy,145,-119.784071,36.74252
2016,Fresno,Community Regional Medical Center – Fresno,106100717,PCI,422,-119.784071,36.74252
2016,Fresno,Community Regional Medical Center – Fresno,106100717,CABG,452,-119.784071,36.74252
2016,Fresno,Community Regional Medical Center – Fresno,106100717,"AAA Repair (Un-ruptured, Endovascular)",37,-119.784071,36.74252
2016,Fresno,Community Regional Medical Center – Fresno,106100717,"AAA Repair (Ruptured, Endovascular)",.,-119.784071,36.74252
2016,Fresno,Community Regional Medical Center – Fresno,106100717,"AAA Repair (Ruptured, Open)",3,-119.784071,36.74252
2016,Fresno,Community Regional Medical Center – Fresno,106100717,Pancreatic Resection (Other),22,-119.784071,36.74252
2016,Fresno,Community Regional Medical Center – Fresno,106100717,Esophageal Resection,12,-119.784071,36.74252
2016,Fresno,Community Regional Medical Center – Fresno,106100717,Pancreatic Resection (Cancer),11,-119.784071,36.74252
2016,Fresno,Community Regional Medical Center – Fresno,106100717,AAA Repair,44,-119.784071,36.74252
2016,Fresno,Community Regional Medical Center – Fresno,106100717,Pancreatic Resection,33,-119.784071,36.74252
2016,Fresno,Community Regional Medical Center – Fresno,106100717,"AAA Repair (Un-ruptured, Open)",4,-119.784071,36.74252
2016,Fresno,Adventist Medical Center – Reedley,106100797,Carotid Endarterectomy,.,-119.45145,36.60789
2016,Fresno,Adventist Medical Center – Reedley,106100797,PCI,.,-119.45145,36.60789
2016,Fresno,Adventist Medical Center – Reedley,106100797,CABG,.,-119.45145,36.60789
2016,Fresno,Adventist Medical Center – Reedley,106100797,"AAA Repair (Un-ruptured, Endovascular)",.,-119.45145,36.60789
2016,Fresno,Adventist Medical Center – Reedley,106100797,"AAA Repair (Ruptured, Endovascular)",.,-119.45145,36.60789
2016,Fresno,Adventist Medical Center – Reedley,106100797,"AAA Repair (Un-ruptured, Open)",.,-119.45145,36.60789
2016,Fresno,Adventist Medical Center – Reedley,106100797,"AAA Repair (Ruptured, Open)",.,-119.45145,36.60789
2016,Fresno,Adventist Medical Center – Reedley,106100797,AAA Repair,.,-119.45145,36.60789
2016,Fresno,Adventist Medical Center – Reedley,106100797,Pancreatic Resection (Other),.,-119.45145,36.60789
2016,Fresno,Adventist Medical Center – Reedley,106100797,Pancreatic Resection (Cancer),.,-119.45145,36.60789
2016,Fresno,Adventist Medical Center – Reedley,106100797,Pancreatic Resection,.,-119.45145,36.60789
2016,Fresno,Adventist Medical Center – Reedley,106100797,Esophageal Resection,.,-119.45145,36.60789
2016,Fresno,Saint Agnes Medical Center,106100899,"AAA Repair (Un-ruptured, Endovascular)",2,-119.7649963,36.8370782
2016,Fresno,Saint Agnes Medical Center,106100899,Pancreatic Resection (Cancer),5,-119.7649963,36.8370782
2016,Fresno,Saint Agnes Medical Center,106100899,Pancreatic Resection (Other),5,-119.7649963,36.8370782
2016,Fresno,Saint Agnes Medical Center,106100899,Carotid Endarterectomy,21,-119.7649963,36.8370782
2016,Fresno,Saint Agnes Medical Center,106100899,CABG,244,-119.7649963,36.8370782
2016,Fresno,Saint Agnes Medical Center,106100899,"AAA Repair (Ruptured, Endovascular)",1,-119.7649963,36.8370782
2016,Fresno,Saint Agnes Medical Center,106100899,"AAA Repair (Un-ruptured, Open)",1,-119.7649963,36.8370782
2016,Fresno,Saint Agnes Medical Center,106100899,"AAA Repair (Ruptured, Open)",1,-119.7649963,36.8370782
