Year,County,Hospital,Hospital ID,Performance Measure,Statewide All PCI Cases,Statewide Elective PCIs ,Statewide Adverse Events,Statewide ObservedAdverse Events Rate (%),Hospital Total PCI Cases,Hospital All/Elective PCI Cases,Hospital Elective PCI Cases,Hospital Primary PCI Cases, Hospital Adverse Events,Hospital ObservedAdverse Events Rate (%), Hospital Expected Adverse Events Rate (%),"Hospital Risk-Adjusted Adverse Events Rate (%, RAAER)",Latitude,Longitude
2016,Placer,Kaiser Foundation Hospital – Roseville,106314024,All PCI Emergency CABG,"60,522","20,456",155,0.26,487,487,135,352,0,0,0.25,0,38.74636,-121.25107
2016,Sacramento,Kaiser Foundation Hospital – South Sacramento,106342344,Elective PCI Mortality,"60,522","20,456",51,0.25,490,75,75,415,0,0,0.3,0,38.47144,-121.42409
2016,Sacramento,Kaiser Foundation Hospital – South Sacramento,106342344,Elective PCI Stroke,"60,522","20,456",26,0.13,490,75,75,415,0,0,0.12,0,38.47144,-121.42409
2016,Sacramento,Kaiser Foundation Hospital – South Sacramento,106342344,Elective PCI Emergency CABG,"60,522","20,456",23,0.11,490,75,75,415,0,0,0.19,0,38.47144,-121.42409
2016,Sacramento,Kaiser Foundation Hospital – South Sacramento,106342344,All PCI Mortality,"60,522","20,456","1,381",2.28,490,490,75,415,12,2.45,2.62,2.13,38.47144,-121.42409
2016,Sacramento,Kaiser Foundation Hospital – South Sacramento,106342344,All PCI Stroke,"60,522","20,456",228,0.38,490,490,75,415,3,0.61,0.41,0.57,38.47144,-121.42409
2016,Sacramento,Kaiser Foundation Hospital – South Sacramento,106342344,All PCI Emergency CABG,"60,522","20,456",155,0.26,490,490,75,415,0,0,0.45,0,38.47144,-121.42409
2016,Contra Costa,Kaiser Foundation Hospital – Walnut Creek,106070990,Elective PCI Mortality,"60,522","20,456",51,0.25,395,171,171,224,0,0,0.17,0,37.8923,-122.05828
2016,Contra Costa,Kaiser Foundation Hospital – Walnut Creek,106070990,Elective PCI Stroke,"60,522","20,456",26,0.13,395,171,171,224,0,0,0.11,0,37.8923,-122.05828
2016,Contra Costa,Kaiser Foundation Hospital – Walnut Creek,106070990,Elective PCI Emergency CABG,"60,522","20,456",23,0.11,395,171,171,224,0,0,0.07,0,37.8923,-122.05828
2016,Contra Costa,Kaiser Foundation Hospital – Walnut Creek,106070990,All PCI Mortality,"60,522","20,456","1,381",2.28,395,395,171,224,6,1.52,1.12,3.08,37.8923,-122.05828
2016,Contra Costa,Kaiser Foundation Hospital – Walnut Creek,106070990,All PCI Stroke,"60,522","20,456",228,0.38,395,395,171,224,0,0,0.28,0,37.8923,-122.05828
2016,Contra Costa,Kaiser Foundation Hospital – Walnut Creek,106070990,All PCI Emergency CABG,"60,522","20,456",155,0.26,395,395,171,224,0,0,0.21,0,37.8923,-122.05828
2016,Solano,Kaiser Foundation Hospital & Rehab Center – Vallejo,106480989,Elective PCI Mortality,"60,522","20,456",51,0.25,385,117,117,268,0,0,0.23,0,38.12839,-122.24761
2016,Solano,Kaiser Foundation Hospital & Rehab Center – Vallejo,106480989,Elective PCI Stroke,"60,522","20,456",26,0.13,385,117,117,268,0,0,0.12,0,38.12839,-122.24761
2016,Solano,Kaiser Foundation Hospital & Rehab Center – Vallejo,106480989,Elective PCI Emergency CABG,"60,522","20,456",23,0.11,385,117,117,268,0,0,0.1,0,38.12839,-122.24761
2016,Solano,Kaiser Foundation Hospital & Rehab Center – Vallejo,106480989,All PCI Mortality,"60,522","20,456","1,381",2.28,385,385,117,268,5,1.3,2.18,1.36,38.12839,-122.24761
2016,Solano,Kaiser Foundation Hospital & Rehab Center – Vallejo,106480989,All PCI Stroke,"60,522","20,456",228,0.38,385,385,117,268,2,0.52,0.4,0.49,38.12839,-122.24761
2016,Solano,Kaiser Foundation Hospital & Rehab Center – Vallejo,106480989,All PCI Emergency CABG,"60,522","20,456",155,0.26,385,385,117,268,0,0,0.24,0,38.12839,-122.24761
2016,Orange,Los Alamitos Medical Center,106301248,Elective PCI Mortality,"60,522","20,456",51,0.25,216,59,59,157,0,0,0.16,0,33.80327,-118.0674
2016,Orange,Los Alamitos Medical Center,106301248,Elective PCI Stroke,"60,522","20,456",26,0.13,216,59,59,157,0,0,0.13,0,33.80327,-118.0674
2016,Orange,Los Alamitos Medical Center,106301248,Elective PCI Emergency CABG,"60,522","20,456",23,0.11,216,59,59,157,0,0,0.07,0,33.80327,-118.0674
2016,Orange,Los Alamitos Medical Center,106301248,All PCI Mortality,"60,522","20,456","1,381",2.28,216,216,59,157,6,2.78,2.06,3.08,33.80327,-118.0674
2016,Orange,Los Alamitos Medical Center,106301248,All PCI Stroke,"60,522","20,456",228,0.38,216,216,59,157,2,0.93,0.42,0.84,33.80327,-118.0674
2016,Orange,Los Alamitos Medical Center,106301248,All PCI Emergency CABG,"60,522","20,456",155,0.26,216,216,59,157,0,0,0.16,0,33.80327,-118.0674
2016,Alameda,St. Rose Hospital ,106010967,Elective PCI Mortality,"60,522","20,456",51,0.25,224,21,21,203,0,0,0.1,0,37.63291,-122.08962
2016,Alameda,St. Rose Hospital ,106010967,Elective PCI Stroke,"60,522","20,456",26,0.13,224,21,21,203,0,0,0.09,0,37.63291,-122.08962
2016,Alameda,St. Rose Hospital ,106010967,Elective PCI Emergency CABG,"60,522","20,456",23,0.11,224,21,21,203,0,0,0.09,0,37.63291,-122.08962
2016,Alameda,St. Rose Hospital ,106010967,All PCI Mortality,"60,522","20,456","1,381",2.28,224,224,21,203,7,3.13,3.59,1.98,37.63291,-122.08962
2016,Alameda,St. Rose Hospital ,106010967,All PCI Stroke,"60,522","20,456",228,0.38,224,224,21,203,2,0.89,0.57,0.59,37.63291,-122.08962
2016,Alameda,St. Rose Hospital ,106010967,All PCI Emergency CABG,"60,522","20,456",155,0.26,224,224,21,203,0,0,0.48,0,37.63291,-122.08962
2016,Placer,Sutter Roseville Medical Center ,106311000,Elective PCI Mortality,"60,522","20,456",51,0.25,334,58,58,276,0,0,0.23,0,38.76515,-121.24922
2016,Placer,Sutter Roseville Medical Center ,106311000,Elective PCI Stroke,"60,522","20,456",26,0.13,334,58,58,276,0,0,0.11,0,38.76515,-121.24922
2016,Placer,Sutter Roseville Medical Center ,106311000,Elective PCI Emergency CABG,"60,522","20,456",23,0.11,334,58,58,276,0,0,0.11,0,38.76515,-121.24922
2016,Placer,Sutter Roseville Medical Center ,106311000,All PCI Mortality,"60,522","20,456","1,381",2.28,334,334,58,276,9,2.69,3.42,1.79,38.76515,-121.24922
2016,Placer,Sutter Roseville Medical Center ,106311000,All PCI Stroke,"60,522","20,456",228,0.38,334,334,58,276,2,0.6,0.46,0.5,38.76515,-121.24922
2016,Placer,Sutter Roseville Medical Center ,106311000,All PCI Emergency CABG,"60,522","20,456",155,0.26,334,334,58,276,1,0.3,0.3,0.26,38.76515,-121.24922
