Year,County,OSHPDID,Hospital Name,Postoperative Sepsis Cases,Elective Surgical Discharges,Risk-adjusted Postoperative Sepsis Rate,Risk-adjusted Performance Rating,Latitude,Longitude
2022,San Diego,106371394,Scripps Memorial Hospital – Encinitas,7,720,1.59,Below Average,33.03630000,-117.28495000
2022,San Diego,106370771,Scripps Memorial Hospital – La Jolla,7,2400,0.36,Average,32.88506000,-117.22279000
2022,San Diego,106370744,Scripps Mercy Hospital,18,2505,1.22,Below Average,32.75128000,-117.16090000
2022,San Diego,106370875,Sharp Chula Vista Medical Center,5,515,0.98,Average,32.61909000,-117.02488000
2022,San Diego,106370689,Sharp Coronado Hospital and Healthcare Center,0,228,0.00,Average,32.69427000,-117.16808000
2022,San Diego,106370694,Sharp Memorial Hospital,14,2518,0.54,Average,32.80016000,-117.15531000
2022,San Diego,106370780,Tri-City Medical Center,5,603,0.95,Average,33.18394000,-117.29027000
2022,San Diego,106370782,UC San Diego Health Hillcrest – Hillcrest Medical Center,27,5108,0.39,Average,32.75387000,-117.16498000
2022,San Francisco,106380933,California Pacific Medical Center – Davies Campus Hospital,0,573,0.00,Average,37.76910000,-122.43465000
2022,San Francisco,106384202,California Pacific Medical Center – Mission Bernal Campus,2,751,0.58,Average,37.74804000,-122.42094000
2022,San Francisco,106384176,California Pacific Medical Center – Van Ness Campus,8,1418,0.36,Average,37.78584000,-122.42175000
2022,San Francisco,106382715,Chinese Hospital,0,68,0.00,Average,37.79565000,-122.40926000
2022,San Francisco,106380857,Kaiser Foundation Hospital – San Francisco,6,2044,0.21,Above Average,37.78274000,-122.44289000
2022,San Francisco,106380939,Priscilla Chan & Mark Zuckerberg San Francisco General Hospital & Trauma Center,4,588,0.57,Average,37.75657000,-122.40637000
2022,San Francisco,106380960,Saint Francis Memorial Hospital,1,346,0.21,Average,37.78917000,-122.41695000
2022,San Francisco,106380965,St. Mary's Medical Center,2,369,0.49,Average,37.77408000,-122.45441000
2022,San Francisco,106381154,UC San Francisco Medical Center,36,6228,0.46,Average,37.76351480,-122.45765640
2022,San Joaquin,106390923,Adventist Health Lodi Memorial,0,74,0.00,Average,38.12146000,-121.28590000
2022,San Joaquin,106390846,Dameron Hospital,0,221,0.00,Average,37.96125000,-121.30067000
2022,San Joaquin,106392287,Doctors Hospital of Manteca,2,290,2.21,Average,37.80111000,-121.19746000
2022,San Joaquin,106394009,Kaiser Foundation Hospital – Manteca,1,581,0.12,Average,37.79736000,-121.24614000
2022,San Joaquin,106391010,San Joaquin General Hospital,2,349,0.72,Average,37.88594000,-121.28918000
2022,San Joaquin,106391042,St. Joseph's Medical Center of Stockton,2,585,0.36,Average,37.97075000,-121.28910000
2022,San Joaquin,106391056,Sutter Tracy Community Hospital,2,212,2.66,Average,37.74366000,-121.43482000
2022,San Luis Obispo,106400480,French Hospital Medical Center,0,458,0.00,Average,35.27801000,-120.64977000
2022,San Luis Obispo,106400466,Marian Regional Medical Center – Arroyo Grande,1,211,0.82,Average,35.11369000,-120.59147000
2022,San Luis Obispo,106400524,Tenet Health Central Coast Sierra Vista Regional Medical Center,2,122,2.16,Average,35.29098600,-120.66630900
2022,San Luis Obispo,106400548,Tenet Health Central Coast Twin Cities Community Hospital,0,68,0.00,Average,35.55430000,-120.71967000
2022,San Mateo,106410817,AHMC Seton Medical Center,1,98,0.97,Average,37.68172000,-122.47283000
2022,San Mateo,106414139,Kaiser Foundation Hospital – Redwood City,3,1208,0.32,Average,37.48967000,-122.22463000
2022,San Mateo,106410806,Kaiser Foundation Hospital – South San Francisco,1,543,0.15,Average,37.65806000,-122.43837000
2022,San Mateo,106410852,Mills-Peninsula Medical Center,2,1281,0.16,Average,37.59446920,-122.38324650
2022,San Mateo,106410782,San Mateo Medical Center,2,127,2.66,Average,37.53017000,-122.29951000
2022,San Mateo,106410891,Sequoia Hospital,1,856,0.16,Average,37.48129000,-122.25377000
2022,Santa Barbara,106420483,Goleta Valley Cottage Hospital,0,416,0.00,Average,34.43336000,-119.80929000
2022,Santa Barbara,106420491,Lompoc Valley Medical Center,0,241,0.00,Average,34.63925200,-120.43964970
2022,Santa Barbara,106420493,Marian Regional Medical Center,2,940,0.38,Average,34.95198000,-120.41338000
2022,Santa Barbara,106420514,Santa Barbara Cottage Hospital,7,1649,0.44,Average,34.42948000,-119.72317000
2022,Santa Clara,106430763,El Camino Health,3,1695,0.19,Average,37.36779000,-122.07801000
2022,Santa Clara,106430779,Good Samaritan Hospital – San Jose,6,865,0.91,Average,37.25116000,-121.94490000
2022,Santa Clara,106431506,Kaiser Foundation Hospital – San Jose,4,1109,0.24,Average,37.23924000,-121.80269000
2022,Santa Clara,106434153,Kaiser Foundation Hospital – Santa Clara,10,1576,0.38,Average,37.33459700,-121.99577400
2022,Santa Clara,106430837,O'Connor Hospital,2,373,0.77,Average,37.32714000,-121.93727000
2022,Santa Clara,106430705,Regional Medical Center of San Jose,0,241,0.00,Average,37.36332000,-121.84837000
2022,Santa Clara,106430883,Santa Clara Valley Medical Center,2,772,0.30,Average,37.31346000,-121.93202000
2022,Santa Clara,106434138,St. Louise Regional Hospital,0,46,0.00,Average,37.03731000,-121.57411000
2022,Santa Clara,106430905,Stanford Health Care,51,7210,0.50,Average,37.43300000,-122.17588100
2022,Santa Cruz,106440755,Dominican Hospital,7,446,1.24,Below Average,36.98806000,-121.98489000
2022,Santa Cruz,106444013,Watsonville Community Hospital,0,73,0.00,Average,36.92839000,-121.79173000
2022,Shasta,106450949,Mercy Medical Center – Redding,3,538,0.59,Average,40.57204000,-122.39742000
2022,Shasta,106454013,Patients' Hospital of Redding,0,55,0.00,Average,40.58563000,-122.41632000
2022,Shasta,106450940,Shasta Regional Medical Center,1,866,0.18,Average,40.58562000,-122.38773100
2022,Siskiyou,106474007,Fairchild Medical Center,1,71,3.33,Average,41.71949000,-122.64580100
2022,Siskiyou,106470871,Mercy Medical Center Mt. Shasta,0,46,0.00,Average,41.31894000,-122.32309000
2022,Solano,106480989,Kaiser Foundation Hospital & Rehab Center – Vallejo,2,207,0.33,Average,38.12839000,-122.24761000
2022,Solano,106484044,Kaiser Foundation Hospital – Vacaville,1,488,0.35,Average,38.38949680,-121.93731770
2022,Solano,106481357,NorthBay Medical Center,2,233,0.84,Average,38.26097000,-122.05076000
2022,Solano,106481094,Sutter Solano Medical Center,5,420,1.83,Below Average,38.13109000,-122.23852000
2022,Sonoma,106490964,Healdsburg Hospital,0,6,0.00,Average,38.62764000,-122.86385000
2022,Sonoma,106494019,Kaiser Foundation Hospital – Santa Rosa,1,310,0.26,Average,38.47087000,-122.73119000
2022,Sonoma,106491001,Petaluma Valley Hospital,0,77,0.00,Average,38.25323000,-122.63302000
2022,Sonoma,106491064,Providence Santa Rosa Memorial Hospital – Montgomery,1,718,0.14,Average,38.44290000,-122.70149000
2022,Sonoma,106491338,Sonoma Specialty Hospital,0,5,0.00,Average,38.39825000,-122.82115000
2022,Sonoma,106491076,Sonoma Valley Hospital,0,72,0.00,Average,38.28841000,-122.46524000
2022,Sonoma,106494106,Sutter Santa Rosa Regional Hospital,5,739,1.16,Average,38.49636000,-122.75140000
2022,Stanislaus,106500852,Doctors Medical Center,1,369,0.49,Average,37.66439000,-120.99631000
2022,Stanislaus,106500867,Emanuel Medical Center,0,4,0.00,Average,37.51052000,-120.83966000
2022,Stanislaus,106500939,Memorial Medical Center – Modesto,7,1477,0.86,Average,37.66868000,-120.97338100
2022,Stanislaus,106504038,Stanislaus Surgical Hospital,0,219,0.00,Average,37.66395000,-120.95756000
2022,Sutter,106514030,Sutter Surgical Hospital – North Valley,0,174,0.00,Average,39.13216000,-121.61354000
2022,Tehama,106521041,St. Elizabeth Community Hospital,0,74,0.00,Average,40.14950000,-122.21887000
2022,Tulare,106540816,Adventist Health Tulare,0,54,0.00,Average,36.22101660,-119.33853410
2022,Tulare,106540734,Kaweah Health Medical Center,7,1190,0.69,Average,36.32753000,-119.29345000
2022,Tulare,106540798,Sierra View Medical Center,0,108,0.00,Average,36.06948000,-119.02727000
2022,Tuolumne,106554011,Adventist Health Sonora – Greenley,2,226,0.88,Average,37.97568000,-120.36900000
2022,Ventura,106560525,Adventist Health Simi Valley,1,195,0.77,Average,34.28973000,-118.74394000
2022,Ventura,106560473,Community Memorial Hospital – San Buenaventura,5,1062,0.59,Average,34.27458900,-119.25812400
2022,Ventura,106560492,Los Robles Hospital & Medical Center,5,1643,0.55,Average,34.20762000,-118.88241100
2022,Ventura,106560501,Ojai Valley Community Hospital,0,4,0.00,Average,34.44221000,-119.26311000
2022,Ventura,106560508,St. John's Hospital Camarillo,0,83,0.00,Average,34.24177000,-119.01800000
2022,Ventura,106560529,St. John's Regional Medical Center,2,651,0.31,Average,34.21687000,-119.15819000
2022,Yolo,106574010,Sutter Davis Hospital,0,57,0.00,Average,38.56289000,-121.77164000
2022,Yolo,106571086,Woodland Memorial Hospital,0,243,0.00,Average,38.66284000,-121.79330000
2022,Yuba,106580996,Adventist Health and Rideout,1,315,0.50,Average,39.13880500,-121.59360200
