Year,County,OSHPDID,Surgery,# of Cases,LONGITUDE,LATITUDE,hospital
2018,Alameda,106010937,Bladder,1,-122.26257,37.82106,Alta Bates Summit Medical Center
2017,Alameda,106010937,Esophagus,6,-122.26257,37.82106,Alta Bates Summit Medical Center
2013,Alameda,106010937,Pancreas,10,-122.26257,37.82106,Alta Bates Summit Medical Center
2017,Alameda,106010937,Prostate,25,-122.26257,37.82106,Alta Bates Summit Medical Center
2020,Alameda,106010937,Stomach,15,-122.26257,37.82106,Alta Bates Summit Medical Center
2018,Alameda,106010937,Lung,31,-122.26257,37.82106,Alta Bates Summit Medical Center
2015,Alameda,106010937,Rectum,7,-122.26257,37.82106,Alta Bates Summit Medical Center
2013,Alameda,106010937,Stomach,11,-122.26257,37.82106,Alta Bates Summit Medical Center
2016,Alameda,106010937,Liver,13,-122.26257,37.82106,Alta Bates Summit Medical Center
2014,Alameda,106010937,Rectum,13,-122.26257,37.82106,Alta Bates Summit Medical Center
2017,Alameda,106010937,Pancreas,6,-122.26257,37.82106,Alta Bates Summit Medical Center
2020,Alameda,106010937,Liver,6,-122.26257,37.82106,Alta Bates Summit Medical Center
2019,Alameda,106010937,Pancreas,6,-122.26257,37.82106,Alta Bates Summit Medical Center
2016,Alameda,106010937,Prostate,11,-122.26257,37.82106,Alta Bates Summit Medical Center
2020,Alameda,106010937,Esophagus,6,-122.26257,37.82106,Alta Bates Summit Medical Center
2013,Alameda,106010937,Liver,7,-122.26257,37.82106,Alta Bates Summit Medical Center
2021,Alameda,106010937,Stomach,5,-122.26257,37.82106,Alta Bates Summit Medical Center
2021,Alameda,106010937,Colon,48,-122.26257,37.82106,Alta Bates Summit Medical Center
2019,Alameda,106010937,Rectum,22,-122.26257,37.82106,Alta Bates Summit Medical Center
2018,Alameda,106010937,Breast,345,-122.26257,37.82106,Alta Bates Summit Medical Center
2021,Alameda,106010937,Rectum,27,-122.26257,37.82106,Alta Bates Summit Medical Center
2020,Alameda,106010937,Prostate,24,-122.26257,37.82106,Alta Bates Summit Medical Center
2017,Alameda,106010937,Colon,69,-122.26257,37.82106,Alta Bates Summit Medical Center
2021,Alameda,106010937,Prostate,17,-122.26257,37.82106,Alta Bates Summit Medical Center
2016,Alameda,106010937,Esophagus,2,-122.26257,37.82106,Alta Bates Summit Medical Center
2019,Alameda,106010937,Prostate,37,-122.26257,37.82106,Alta Bates Summit Medical Center
2018,Alameda,106010937,Esophagus,5,-122.26257,37.82106,Alta Bates Summit Medical Center
2019,Alameda,106010937,Liver,4,-122.26257,37.82106,Alta Bates Summit Medical Center
2014,Alameda,106010937,Colon,60,-122.26257,37.82106,Alta Bates Summit Medical Center
2016,Alameda,106010937,Stomach,17,-122.26257,37.82106,Alta Bates Summit Medical Center
2016,Alameda,106010937,Rectum,25,-122.26257,37.82106,Alta Bates Summit Medical Center
2016,Alameda,106010937,Lung,26,-122.26257,37.82106,Alta Bates Summit Medical Center
2015,Alameda,106010937,Stomach,9,-122.26257,37.82106,Alta Bates Summit Medical Center
2013,Alameda,106010937,Lung,22,-122.26257,37.82106,Alta Bates Summit Medical Center
2014,Alameda,106010937,Stomach,9,-122.26257,37.82106,Alta Bates Summit Medical Center
2016,Alameda,106010967,Stomach,3,-122.08962,37.63291,St. Rose Hospital
2013,Alameda,106010967,Liver,1,-122.08962,37.63291,St. Rose Hospital
2019,Alameda,106010967,Colon,6,-122.08962,37.63291,St. Rose Hospital
2013,Alameda,106010967,Bladder,1,-122.08962,37.63291,St. Rose Hospital
2017,Alameda,106010967,Breast,13,-122.08962,37.63291,St. Rose Hospital
2019,Alameda,106010967,Breast,1,-122.08962,37.63291,St. Rose Hospital
2016,Alameda,106010967,Colon,12,-122.08962,37.63291,St. Rose Hospital
2016,Alameda,106010967,Breast,15,-122.08962,37.63291,St. Rose Hospital
2014,Alameda,106010967,Rectum,2,-122.08962,37.63291,St. Rose Hospital
2013,Alameda,106010967,Rectum,3,-122.08962,37.63291,St. Rose Hospital
2015,Alameda,106010967,Stomach,1,-122.08962,37.63291,St. Rose Hospital
2018,Alameda,106010967,Breast,3,-122.08962,37.63291,St. Rose Hospital
2016,Alameda,106010967,Rectum,1,-122.08962,37.63291,St. Rose Hospital
2017,Alameda,106010967,Prostate,1,-122.08962,37.63291,St. Rose Hospital
2015,Alameda,106010967,Breast,11,-122.08962,37.63291,St. Rose Hospital
2021,Alameda,106010967,Rectum,3,-122.08962,37.63291,St. Rose Hospital
2021,Alameda,106010967,Prostate,1,-122.08962,37.63291,St. Rose Hospital
2015,Alameda,106010967,Colon,6,-122.08962,37.63291,St. Rose Hospital
2020,Alameda,106010967,Rectum,1,-122.08962,37.63291,St. Rose Hospital
2020,Alameda,106010967,Colon,2,-122.08962,37.63291,St. Rose Hospital
2018,Alameda,106010967,Liver,2,-122.08962,37.63291,St. Rose Hospital
2018,Alameda,106010967,Lung,1,-122.08962,37.63291,St. Rose Hospital
2013,Alameda,106010967,Colon,7,-122.08962,37.63291,St. Rose Hospital
2014,Alameda,106010967,Stomach,1,-122.08962,37.63291,St. Rose Hospital
2014,Alameda,106010967,Liver,2,-122.08962,37.63291,St. Rose Hospital
2017,Alameda,106010967,Stomach,3,-122.08962,37.63291,St. Rose Hospital
2013,Alameda,106010967,Prostate,1,-122.08962,37.63291,St. Rose Hospital
2016,Alameda,106010967,Liver,1,-122.08962,37.63291,St. Rose Hospital
2021,Alameda,106010967,Liver,1,-122.08962,37.63291,St. Rose Hospital
2018,Alameda,106010967,Stomach,1,-122.08962,37.63291,St. Rose Hospital
2017,Alameda,106010967,Colon,7,-122.08962,37.63291,St. Rose Hospital
2017,Alameda,106010967,Liver,1,-122.08962,37.63291,St. Rose Hospital
2021,Alameda,106010967,Stomach,2,-122.08962,37.63291,St. Rose Hospital
2021,Alameda,106010967,Colon,4,-122.08962,37.63291,St. Rose Hospital
2013,Alameda,106010967,Breast,17,-122.08962,37.63291,St. Rose Hospital
2014,Alameda,106010967,Breast,20,-122.08962,37.63291,St. Rose Hospital
2018,Alameda,106010967,Colon,7,-122.08962,37.63291,St. Rose Hospital
2018,Alameda,106010967,Rectum,3,-122.08962,37.63291,St. Rose Hospital
2019,Alameda,106010967,Rectum,3,-122.08962,37.63291,St. Rose Hospital
2014,Alameda,106010967,Colon,14,-122.08962,37.63291,St. Rose Hospital
2019,Alameda,106010967,Prostate,1,-122.08962,37.63291,St. Rose Hospital
2017,Alameda,106010967,Rectum,6,-122.08962,37.63291,St. Rose Hospital
2018,Alameda,106010987,Rectum,9,-121.98006,37.55847,Washington Hospital – Fremont
2017,Alameda,106010987,Breast,25,-121.98006,37.55847,Washington Hospital – Fremont
2014,Alameda,106010987,Lung,10,-121.98006,37.55847,Washington Hospital – Fremont
2018,Alameda,106010987,Brain,4,-121.98006,37.55847,Washington Hospital – Fremont
2014,Alameda,106010987,Colon,34,-121.98006,37.55847,Washington Hospital – Fremont
2014,Alameda,106010987,Esophagus,2,-121.98006,37.55847,Washington Hospital – Fremont
2013,Alameda,106010987,Stomach,2,-121.98006,37.55847,Washington Hospital – Fremont
2017,Alameda,106010987,Prostate,3,-121.98006,37.55847,Washington Hospital – Fremont
2016,Alameda,106010987,Colon,41,-121.98006,37.55847,Washington Hospital – Fremont
2015,Alameda,106010987,Rectum,3,-121.98006,37.55847,Washington Hospital – Fremont
2015,Alameda,106010987,Brain,3,-121.98006,37.55847,Washington Hospital – Fremont
2017,Alameda,106010987,Colon,37,-121.98006,37.55847,Washington Hospital – Fremont
2015,Alameda,106010987,Lung,4,-121.98006,37.55847,Washington Hospital – Fremont
2018,Alameda,106010987,Breast,23,-121.98006,37.55847,Washington Hospital – Fremont
2018,Alameda,106010987,Liver,1,-121.98006,37.55847,Washington Hospital – Fremont
2021,Alameda,106010987,Stomach,3,-121.98006,37.55847,Washington Hospital – Fremont
2014,Alameda,106010987,Brain,8,-121.98006,37.55847,Washington Hospital – Fremont
2015,Alameda,106010987,Esophagus,2,-121.98006,37.55847,Washington Hospital – Fremont
2020,Alameda,106010987,Stomach,2,-121.98006,37.55847,Washington Hospital – Fremont
2016,Alameda,106010987,Liver,1,-121.98006,37.55847,Washington Hospital – Fremont
2017,Alameda,106010987,Brain,9,-121.98006,37.55847,Washington Hospital – Fremont
2015,Alameda,106010987,Colon,19,-121.98006,37.55847,Washington Hospital – Fremont
2014,Alameda,106010987,Breast,34,-121.98006,37.55847,Washington Hospital – Fremont
2015,Alameda,106010987,Stomach,1,-121.98006,37.55847,Washington Hospital – Fremont
2016,Alameda,106010987,Pancreas,1,-121.98006,37.55847,Washington Hospital – Fremont
2018,Alameda,106010987,Stomach,4,-121.98006,37.55847,Washington Hospital – Fremont
2019,Alameda,106010987,Esophagus,1,-121.98006,37.55847,Washington Hospital – Fremont
2015,Alameda,106010987,Breast,49,-121.98006,37.55847,Washington Hospital – Fremont
2016,Alameda,106010987,Prostate,5,-121.98006,37.55847,Washington Hospital – Fremont
2021,Alameda,106010987,Rectum,2,-121.98006,37.55847,Washington Hospital – Fremont
2019,Alameda,106010987,Breast,20,-121.98006,37.55847,Washington Hospital – Fremont
2021,Alameda,106010987,Brain,6,-121.98006,37.55847,Washington Hospital – Fremont
2018,Alameda,106010987,Lung,3,-121.98006,37.55847,Washington Hospital – Fremont
2020,Alameda,106010987,Bladder,1,-121.98006,37.55847,Washington Hospital – Fremont
2013,Alameda,106010987,Brain,7,-121.98006,37.55847,Washington Hospital – Fremont
2016,Alameda,106010987,Stomach,2,-121.98006,37.55847,Washington Hospital – Fremont
2016,Alameda,106010987,Breast,37,-121.98006,37.55847,Washington Hospital – Fremont
2021,Alameda,106010987,Lung,7,-121.98006,37.55847,Washington Hospital – Fremont
2020,Alameda,106010987,Breast,14,-121.98006,37.55847,Washington Hospital – Fremont
2019,Alameda,106010987,Rectum,9,-121.98006,37.55847,Washington Hospital – Fremont
2016,Alameda,106010987,Rectum,9,-121.98006,37.55847,Washington Hospital – Fremont
2013,Alameda,106010987,Prostate,3,-121.98006,37.55847,Washington Hospital – Fremont
2019,Alameda,106010987,Prostate,4,-121.98006,37.55847,Washington Hospital – Fremont
2013,Alameda,106010987,Colon,24,-121.98006,37.55847,Washington Hospital – Fremont
2020,Alameda,106010987,Pancreas,1,-121.98006,37.55847,Washington Hospital – Fremont
2014,Alameda,106010987,Prostate,3,-121.98006,37.55847,Washington Hospital – Fremont
2013,Alameda,106010987,Esophagus,1,-121.98006,37.55847,Washington Hospital – Fremont
2021,Alameda,106010987,Breast,11,-121.98006,37.55847,Washington Hospital – Fremont
2016,Alameda,106010987,Esophagus,2,-121.98006,37.55847,Washington Hospital – Fremont
2016,Alameda,106010987,Lung,7,-121.98006,37.55847,Washington Hospital – Fremont
2017,Alameda,106010987,Rectum,5,-121.98006,37.55847,Washington Hospital – Fremont
2017,Alameda,106010987,Esophagus,3,-121.98006,37.55847,Washington Hospital – Fremont
2020,Alameda,106010987,Lung,2,-121.98006,37.55847,Washington Hospital – Fremont
2013,Alameda,106010987,Breast,39,-121.98006,37.55847,Washington Hospital – Fremont
2013,Alameda,106010987,Lung,3,-121.98006,37.55847,Washington Hospital – Fremont
2017,Alameda,106010987,Lung,8,-121.98006,37.55847,Washington Hospital – Fremont
2016,Alameda,106010987,Brain,12,-121.98006,37.55847,Washington Hospital – Fremont
2021,Alameda,106010987,Bladder,2,-121.98006,37.55847,Washington Hospital – Fremont
2015,Alameda,106010987,Prostate,1,-121.98006,37.55847,Washington Hospital – Fremont
2014,Alameda,106010987,Rectum,6,-121.98006,37.55847,Washington Hospital – Fremont
2017,Alameda,106010987,Liver,1,-121.98006,37.55847,Washington Hospital – Fremont
2019,Alameda,106010987,Stomach,2,-121.98006,37.55847,Washington Hospital – Fremont
2021,Alameda,106010987,Colon,25,-121.98006,37.55847,Washington Hospital – Fremont
2018,Alameda,106010987,Prostate,4,-121.98006,37.55847,Washington Hospital – Fremont
2020,Alameda,106010987,Prostate,2,-121.98006,37.55847,Washington Hospital – Fremont
2019,Alameda,106010987,Brain,8,-121.98006,37.55847,Washington Hospital – Fremont
2013,Alameda,106010987,Rectum,5,-121.98006,37.55847,Washington Hospital – Fremont
2020,Alameda,106010987,Colon,27,-121.98006,37.55847,Washington Hospital – Fremont
2020,Alameda,106010987,Brain,9,-121.98006,37.55847,Washington Hospital – Fremont
2014,Alameda,106010987,Bladder,2,-121.98006,37.55847,Washington Hospital – Fremont
2014,Alameda,106010987,Stomach,1,-121.98006,37.55847,Washington Hospital – Fremont
2019,Alameda,106010987,Colon,18,-121.98006,37.55847,Washington Hospital – Fremont
2019,Alameda,106010987,Lung,7,-121.98006,37.55847,Washington Hospital – Fremont
2020,Alameda,106010987,Rectum,7,-121.98006,37.55847,Washington Hospital – Fremont
2018,Alameda,106010987,Colon,24,-121.98006,37.55847,Washington Hospital – Fremont
2019,Alameda,106013619,Rectum,2,-122.14067,37.71364,San Leandro Hospital
2016,Alameda,106013619,Liver,1,-122.14067,37.71364,San Leandro Hospital
2017,Alameda,106013619,Liver,1,-122.14067,37.71364,San Leandro Hospital
2016,Alameda,106013619,Stomach,2,-122.14067,37.71364,San Leandro Hospital
2013,Alameda,106013619,Colon,8,-122.14067,37.71364,San Leandro Hospital
2013,Alameda,106013619,Breast,20,-122.14067,37.71364,San Leandro Hospital
2013,Alameda,106013619,Rectum,1,-122.14067,37.71364,San Leandro Hospital
2016,Alameda,106013619,Colon,8,-122.14067,37.71364,San Leandro Hospital
2018,Alameda,106013619,Stomach,2,-122.14067,37.71364,San Leandro Hospital
2018,Alameda,106013619,Colon,6,-122.14067,37.71364,San Leandro Hospital
2017,Alameda,106013619,Colon,4,-122.14067,37.71364,San Leandro Hospital
2019,Alameda,106013619,Breast,2,-122.14067,37.71364,San Leandro Hospital
2014,Alameda,106013619,Colon,3,-122.14067,37.71364,San Leandro Hospital
2018,Alameda,106013619,Breast,2,-122.14067,37.71364,San Leandro Hospital
2017,Alameda,106013619,Breast,12,-122.14067,37.71364,San Leandro Hospital
2017,Alameda,106013619,Rectum,3,-122.14067,37.71364,San Leandro Hospital
2015,Alameda,106013619,Colon,4,-122.14067,37.71364,San Leandro Hospital
2016,Alameda,106013619,Rectum,2,-122.14067,37.71364,San Leandro Hospital
2016,Alameda,106013619,Breast,12,-122.14067,37.71364,San Leandro Hospital
2018,Alameda,106013619,Rectum,5,-122.14067,37.71364,San Leandro Hospital
2019,Alameda,106013619,Colon,2,-122.14067,37.71364,San Leandro Hospital
2015,Alameda,106013619,Breast,24,-122.14067,37.71364,San Leandro Hospital
2014,Alameda,106013619,Breast,21,-122.14067,37.71364,San Leandro Hospital
2020,Alameda,106014050,Breast,72,-121.88095,37.69206,Stanford Health Care Tri-Valley
2021,Alameda,106014050,Lung,15,-121.88095,37.69206,Stanford Health Care Tri-Valley
2020,Alameda,106014050,Colon,15,-121.88095,37.69206,Stanford Health Care Tri-Valley
2018,Alameda,106014050,Stomach,1,-121.88095,37.69206,Stanford Health Care Tri-Valley
2014,Alameda,106014050,Rectum,3,-121.88095,37.69206,Stanford Health Care Tri-Valley
2017,Alameda,106014050,Stomach,1,-121.88095,37.69206,Stanford Health Care Tri-Valley
2014,Alameda,106014050,Breast,65,-121.88095,37.69206,Stanford Health Care Tri-Valley
2019,Alameda,106014050,Lung,22,-121.88095,37.69206,Stanford Health Care Tri-Valley
2019,Alameda,106014050,Colon,20,-121.88095,37.69206,Stanford Health Care Tri-Valley
2018,Alameda,106014050,Colon,15,-121.88095,37.69206,Stanford Health Care Tri-Valley
2017,Alameda,106014050,Rectum,4,-121.88095,37.69206,Stanford Health Care Tri-Valley
2016,Alameda,106014050,Rectum,6,-121.88095,37.69206,Stanford Health Care Tri-Valley
2019,Alameda,106014050,Prostate,3,-121.88095,37.69206,Stanford Health Care Tri-Valley
2015,Alameda,106014050,Esophagus,1,-121.88095,37.69206,Stanford Health Care Tri-Valley
2016,Alameda,106014050,Stomach,2,-121.88095,37.69206,Stanford Health Care Tri-Valley
2013,Alameda,106014050,Lung,3,-121.88095,37.69206,Stanford Health Care Tri-Valley
2018,Alameda,106014050,Liver,2,-121.88095,37.69206,Stanford Health Care Tri-Valley
2021,Alameda,106014050,Colon,21,-121.88095,37.69206,Stanford Health Care Tri-Valley
2013,Alameda,106014050,Stomach,1,-121.88095,37.69206,Stanford Health Care Tri-Valley
2016,Alameda,106014050,Prostate,2,-121.88095,37.69206,Stanford Health Care Tri-Valley
2020,Alameda,106014050,Rectum,2,-121.88095,37.69206,Stanford Health Care Tri-Valley
2018,Alameda,106014050,Lung,8,-121.88095,37.69206,Stanford Health Care Tri-Valley
2020,Alameda,106014050,Prostate,5,-121.88095,37.69206,Stanford Health Care Tri-Valley
2017,Alameda,106014050,Breast,85,-121.88095,37.69206,Stanford Health Care Tri-Valley
2017,Alameda,106014050,Lung,6,-121.88095,37.69206,Stanford Health Care Tri-Valley
2015,Alameda,106014050,Lung,9,-121.88095,37.69206,Stanford Health Care Tri-Valley
2020,Alameda,106014050,Lung,13,-121.88095,37.69206,Stanford Health Care Tri-Valley
2014,Alameda,106014050,Colon,25,-121.88095,37.69206,Stanford Health Care Tri-Valley
2019,Alameda,106014050,Liver,1,-121.88095,37.69206,Stanford Health Care Tri-Valley
2017,Alameda,106014050,Colon,21,-121.88095,37.69206,Stanford Health Care Tri-Valley
2016,Alameda,106014050,Bladder,1,-121.88095,37.69206,Stanford Health Care Tri-Valley
2013,Alameda,106014050,Esophagus,3,-121.88095,37.69206,Stanford Health Care Tri-Valley
2014,Alameda,106014050,Stomach,2,-121.88095,37.69206,Stanford Health Care Tri-Valley
2019,Alameda,106014050,Rectum,2,-121.88095,37.69206,Stanford Health Care Tri-Valley
2021,Alameda,106014050,Breast,103,-121.88095,37.69206,Stanford Health Care Tri-Valley
2014,Alameda,106014050,Lung,9,-121.88095,37.69206,Stanford Health Care Tri-Valley
2016,Alameda,106014050,Breast,80,-121.88095,37.69206,Stanford Health Care Tri-Valley
2016,Alameda,106014050,Liver,1,-121.88095,37.69206,Stanford Health Care Tri-Valley
2021,Alameda,106014050,Rectum,2,-121.88095,37.69206,Stanford Health Care Tri-Valley
2018,Alameda,106014050,Rectum,1,-121.88095,37.69206,Stanford Health Care Tri-Valley
2016,Alameda,106014050,Lung,4,-121.88095,37.69206,Stanford Health Care Tri-Valley
2021,Alameda,106014050,Prostate,10,-121.88095,37.69206,Stanford Health Care Tri-Valley
2021,Alameda,106014050,Stomach,1,-121.88095,37.69206,Stanford Health Care Tri-Valley
2013,Alameda,106014050,Breast,64,-121.88095,37.69206,Stanford Health Care Tri-Valley
2018,Alameda,106014050,Breast,64,-121.88095,37.69206,Stanford Health Care Tri-Valley
2013,Alameda,106014050,Rectum,5,-121.88095,37.69206,Stanford Health Care Tri-Valley
2017,Alameda,106014050,Pancreas,1,-121.88095,37.69206,Stanford Health Care Tri-Valley
2013,Alameda,106014050,Colon,25,-121.88095,37.69206,Stanford Health Care Tri-Valley
2015,Alameda,106014050,Breast,50,-121.88095,37.69206,Stanford Health Care Tri-Valley
2016,Alameda,106014050,Colon,21,-121.88095,37.69206,Stanford Health Care Tri-Valley
2019,Alameda,106014050,Breast,57,-121.88095,37.69206,Stanford Health Care Tri-Valley
2014,Alameda,106014050,Esophagus,1,-121.88095,37.69206,Stanford Health Care Tri-Valley
2015,Alameda,106014050,Colon,13,-121.88095,37.69206,Stanford Health Care Tri-Valley
